eid,frame_idx,p_exit,prompt_tokens,tainted
2025_04_30_1746042975_L,11,0.014156,8739,N
2025_04_30_1746042975_L,12,0.013483,8797,N
2025_04_30_1746042975_L,13,0.008728,8871,N
2025_04_30_1746042975_L,14,0.148817,9631,N
2025_04_30_1746042975_L,15,0.389942,9052,N
2025_04_30_1746042975_L,16,0.287092,9115,N
2025_04_30_1746042975_L,17,0.809257,9175,N
2025_04_30_1746042975_L,18,0.912743,9250,N
2025_05_05_1746454020_S,0,0.013551,5732,N
2025_05_05_1746454020_S,1,0.019043,7908,N
2025_05_05_1746454020_S,2,0.143016,7982,N
2025_05_05_1746454020_S,3,0.253841,8035,N
2025_05_05_1746454020_S,4,0.003614,8814,N
2025_05_05_1746454020_S,5,0.376380,8201,N
2025_05_05_1746454020_S,6,0.054652,8272,N
2025_05_05_1746454020_S,7,0.326092,8346,N
2025_05_05_1746454020_S,8,0.095296,8401,N
2025_05_05_1746454020_S,9,0.603408,9905,N
2025_05_05_1746454020_S,10,0.148591,8616,N
2025_05_05_1746454020_S,11,0.085114,8689,N
2025_05_05_1746454020_S,12,0.000300,8753,N
2025_05_05_1746454020_S,13,0.101852,8817,N
2025_05_05_1746454020_S,14,0.070586,9576,N
2025_05_05_1746454020_S,15,0.036821,9008,N
2025_05_05_1746454020_S,16,0.030782,9064,N
2025_05_05_1746454020_S,17,0.007014,9131,N
2025_05_05_1746456145_L,0,0.010800,5715,N
2025_05_05_1746456145_L,1,0.050817,7890,N
2025_05_05_1746456145_L,2,0.045778,7952,N
2025_05_05_1746456145_L,3,0.105470,9411,N
2025_05_05_1746456145_L,4,0.608626,8114,N
2025_05_05_1746456145_L,5,0.825913,8202,N
2025_05_05_1746456145_L,6,0.737517,8240,N
2025_05_05_1746456145_L,7,0.609086,8305,N
2025_05_05_1746456145_L,8,0.235548,9053,N
2025_05_05_1746456145_L,9,0.022678,8465,N
2025_05_05_1746456145_L,10,0.002992,8530,N
2025_05_05_1746456145_L,11,0.075331,8610,N
2025_05_05_1746456145_L,12,0.030732,8703,N
2025_05_05_1746456145_L,13,0.022351,9494,N
2025_05_05_1746456145_L,14,0.133405,8895,N
2025_05_05_1746456145_L,15,0.018717,8964,N
2025_05_05_1746456145_L,16,0.089007,9021,N
2025_05_05_1746456145_L,17,0.052309,9073,N
2025_05_05_1746456145_L,18,0.034704,11254,N
2025_05_05_1746456145_L,19,0.045638,9256,N
2025_05_05_1746456145_L,20,0.996086,9341,N
2025_05_05_1746456145_L,21,0.850271,9402,N
2025_05_05_1746456145_L,22,0.212352,9430,N
2025_05_05_1746456145_L,23,0.280938,10114,N
2025_05_05_1746456145_L,24,0.741202,9408,N
2025_05_05_1746456145_L,25,0.221021,9417,N
2025_05_05_1746456145_L,26,0.054017,9421,N
2025_05_05_1746456145_L,27,0.082477,9409,N
2025_05_05_1746456145_L,28,0.159746,10107,N
2025_05_05_1746456145_L,29,0.841954,9439,N
2025_05_05_1746456145_L,30,0.387058,9434,N
2025_05_05_1746456145_L,31,0.017023,9416,N
2025_05_05_1746456145_L,32,0.414811,9413,N
2025_05_05_1746456895_L,0,0.091805,5720,N
2025_05_05_1746456895_L,1,0.019460,8597,N
2025_05_05_1746456895_L,2,0.013720,7993,N
2025_05_05_1746456895_L,3,0.041243,8065,N
2025_05_05_1746456895_L,4,0.172822,8114,N
2025_05_05_1746456895_L,5,0.141985,8160,N
2025_05_05_1746456895_L,6,0.020626,10338,N
2025_05_05_1746456895_L,7,0.352232,8369,N
2025_05_05_1746456895_L,8,0.091389,8436,N
2025_05_05_1746456895_L,9,0.170393,8499,N
2025_05_05_1746456895_L,10,0.284323,8567,N
2025_05_05_1746456895_L,11,0.996971,9324,N
2025_05_05_1746456895_L,12,0.131720,8734,N
2025_05_05_1746456895_L,13,0.550554,8827,N
2025_05_05_1746456895_L,14,0.464959,8871,N
2025_05_05_1746456895_L,15,0.144072,8923,N
2025_05_05_1746456895_L,16,0.682968,9701,N
2025_05_05_1746456895_L,17,0.301777,9102,N
2025_05_05_1746456895_L,18,0.062195,9171,N
2025_05_05_1746456895_L,19,0.259045,9247,N
2025_05_05_1746456895_L,20,0.638895,9311,N
2025_05_05_1746457020_L,0,0.014321,5719,N
2025_05_05_1746457020_L,1,0.016310,7876,N
2025_05_05_1746457020_L,2,0.030574,7938,N
2025_05_05_1746457020_L,3,0.018912,7986,N
2025_05_05_1746457020_L,4,0.310136,10168,N
2025_05_05_1746457020_L,5,0.274367,8200,N
2025_05_05_1746457020_L,6,0.012257,8248,N
2025_05_05_1746457020_L,7,0.053773,8308,N
2025_05_05_1746457020_L,8,0.333541,8381,N
2025_05_05_1746457020_L,9,0.683743,9137,N
2025_05_05_1746457020_L,10,0.085031,8563,N
2025_05_05_1746457020_L,11,0.086239,8642,N
2025_05_05_1746457020_L,12,0.118768,8682,N
2025_05_05_1746457020_L,13,0.041883,8742,N
2025_05_05_1746457020_L,14,0.592006,9513,N
2025_05_05_1746457020_L,15,0.032033,8919,N
2025_05_05_1746457020_L,16,0.056017,8992,N
2025_05_05_1746457020_L,17,0.156418,9071,N
2025_05_05_1746457020_L,18,0.653393,9132,N
2025_05_05_1746457140_L,0,0.007153,5722,N
2025_05_05_1746457140_L,1,0.011899,7863,N
2025_05_05_1746457140_L,2,0.025042,10040,N
2025_05_05_1746457140_L,3,0.650782,8073,N
2025_05_05_1746457140_L,4,0.010898,8121,N
2025_05_05_1746457140_L,5,0.127764,8180,N
2025_05_05_1746457140_L,6,0.209000,8246,N
2025_05_05_1746457140_L,7,0.105276,9003,N
2025_05_05_1746457140_L,8,0.134541,8430,N
2025_05_05_1746457140_L,9,0.842352,8509,N
2025_05_05_1746457140_L,10,0.674019,8547,N
2025_05_05_1746457140_L,11,0.062981,8607,N
2025_05_05_1746457140_L,12,0.450557,9377,N
2025_05_05_1746457140_L,13,0.031288,8785,N
2025_05_05_1746457140_L,14,0.049900,8856,N
2025_05_05_1746457140_L,15,0.028053,8935,N
2025_05_05_1746457140_L,16,0.652328,8998,N
2025_05_05_1746467440_L,0,0.037690,5672,N
2025_05_05_1746467440_L,1,0.262118,7811,N
2025_05_05_1746467440_L,2,0.576472,7872,N
2025_05_05_1746467440_L,3,0.391940,7950,N
2025_05_05_1746467440_L,4,0.077483,8004,N
2025_05_05_1746467440_L,5,0.005038,8733,N
2025_05_05_1746467440_L,6,0.120980,8173,N
2025_05_05_1746467440_L,7,0.471468,8246,N
2025_05_05_1746467440_L,8,0.026316,8302,N
2025_05_05_1746467440_L,9,0.053634,8362,N
2025_05_05_1746467440_L,10,0.080906,10518,N
2025_05_05_1746467440_L,11,0.134183,8574,N
2025_05_05_1746467440_L,12,0.018035,8640,N
2025_05_05_1746467440_L,13,0.313295,8708,N
2025_05_05_1746467440_L,14,0.002429,8768,N
2025_05_05_1746467440_L,15,0.008590,9506,N
2025_05_05_1746467440_L,16,0.143974,8932,N
2025_05_05_1746467440_L,17,0.067707,9032,N
2025_05_05_1746467440_L,18,0.567734,9085,N
2025_05_05_1746467440_L,19,0.582695,9137,N
2025_05_05_1746467440_L,20,0.114716,9893,N
2025_05_05_1746467440_L,21,0.807124,9322,N
2025_05_05_1746467440_L,22,0.190038,9320,N
2025_05_05_1746467440_L,23,0.311899,9305,N
2025_05_05_1746467440_L,24,0.651367,9339,N
2025_05_05_1746467440_L,25,0.088748,10740,N
2025_05_05_1746467440_L,26,0.448861,9325,N
2025_05_05_1746467440_L,27,0.182751,9344,N
2025_05_05_1746467440_L,28,0.012646,9305,N
2025_05_05_1746467440_L,29,0.032112,9325,N
2025_05_05_1746467440_L,30,0.058872,10016,N
2025_05_05_1746467440_L,31,0.496823,9344,N
2025_05_05_1746467440_L,32,0.702422,9333,N
2025_05_05_1746467440_L,33,0.663369,9321,N
2025_05_05_1746467440_L,34,0.540692,9320,N
2025_05_05_1746467440_L,35,0.627057,10024,N
2025_05_05_1746467440_L,36,0.916867,9338,N
2025_05_05_1746467440_L,37,0.761491,9350,N
2025_05_05_1746467440_L,38,0.348370,9339,N
2025_05_05_1746467440_L,39,0.255371,9347,N
2025_05_05_1746467440_L,40,0.148114,10718,N
2025_05_05_1746467440_L,41,0.239106,9363,N
2025_05_05_1746467440_L,42,0.028398,9366,N
2025_05_05_1746467440_L,43,0.034449,9388,N
2025_05_05_1746467440_L,44,0.036337,9381,N
2025_05_05_1746467440_L,45,0.480278,10079,N
2025_05_05_1746467440_L,46,0.142628,9378,N
2025_05_05_1746467440_L,47,0.418422,9356,N
2025_05_05_1746467440_L,48,0.045106,9354,N
2025_05_05_1746467440_L,49,0.156171,9373,N
2025_05_05_1746467440_L,50,0.062584,10085,N
2025_05_05_1746467440_L,51,0.093713,9411,N
2025_05_05_1746467440_L,52,0.386367,9384,N
2025_05_05_1746467440_L,53,0.027836,9393,N
2025_05_05_1746467440_L,54,0.081924,9369,N
2025_05_05_1746467440_L,55,0.082237,10773,N
2025_05_05_1746467440_L,56,0.203841,9366,N
2025_05_05_1746467440_L,57,0.398376,9387,N
2025_05_05_1746467440_L,58,0.094138,9386,N
2025_05_05_1746467440_L,59,0.875979,9402,N
2025_05_05_1746467440_L,60,0.691403,10067,N
2025_05_05_1746467845_L,0,0.003934,5657,N
2025_05_05_1746467845_L,1,0.000979,7783,N
2025_05_05_1746467845_L,2,0.005476,7843,N
2025_05_05_1746467845_L,3,0.004563,9990,N
2025_05_05_1746467845_L,4,0.011570,8044,N
2025_05_05_1746467845_L,5,0.859706,8115,N
2025_05_05_1746467845_L,6,0.207380,8173,N
2025_05_05_1746467845_L,7,0.000520,8232,N
2025_05_05_1746467845_L,8,0.000909,8984,N
2025_05_05_1746467845_L,9,0.000680,8401,N
2025_05_05_1746467845_L,10,0.001150,8500,N
2025_05_05_1746467845_L,11,0.007487,8556,N
2025_05_05_1746467845_L,12,0.001278,8637,N
2025_05_05_1746467845_L,13,0.022188,9374,N
2025_05_05_1746467845_L,14,0.000729,8797,N
2025_05_05_1746467845_L,15,0.046884,8868,N
2025_05_05_1746467845_L,16,0.019616,8935,N
2025_05_05_1746467845_L,17,0.007888,9012,N
2025_05_05_1746467845_L,18,0.008595,10491,N
2025_05_05_1746467845_L,19,0.068961,9186,N
2025_05_05_1746467845_L,20,0.008211,9268,N
2025_05_05_1746467845_L,21,0.003304,9305,N
2025_05_05_1746467845_L,22,0.006038,9321,N
2025_05_05_1746467845_L,23,0.003490,10012,N
2025_05_05_1746467845_L,24,0.984289,9349,N
2025_05_05_1746467845_L,25,0.655047,9335,N
2025_05_05_1746467845_L,26,0.903033,9332,N
2025_05_05_1746467845_L,27,0.002565,9322,N
2025_05_05_1746467845_L,28,0.011141,10030,N
2025_05_05_1746467845_L,29,0.448322,9361,N
2025_05_05_1746467845_L,30,0.890536,9366,N
2025_05_05_1746467845_L,31,0.051098,9360,N
2025_05_05_1746467845_L,32,0.015310,9371,N
2025_05_05_1746467845_L,33,0.002182,10733,N
2025_05_05_1746467845_L,34,0.879202,9391,N
2025_05_05_1746467845_L,35,0.748481,9382,N
2025_05_05_1746467845_L,36,0.004104,9399,N
2025_05_05_1746467845_L,37,0.004469,9401,N
2025_05_05_1746467845_L,38,0.037240,10078,N
2025_05_05_1746467845_L,39,0.015685,9380,N
2025_05_05_1746467845_L,40,0.005495,9374,N
2025_05_05_1746467845_L,41,0.001779,9361,N
2025_05_05_1746467845_L,42,0.003238,9392,N
2025_05_05_1746467845_L,43,0.004036,10074,N
2025_05_05_1746467845_L,44,0.041611,9392,N
2025_05_05_1746467845_L,45,0.001724,9386,N
2025_05_05_1746467845_L,46,0.001390,9386,N
2025_05_05_1746467845_L,47,0.000233,9372,N
2025_05_05_1746467845_L,48,0.003202,10773,N
2025_05_05_1746467845_L,49,0.001642,9369,N
2025_05_05_1746467845_L,50,0.002699,9376,N
2025_05_05_1746467845_L,51,0.010994,9379,N
2025_05_05_1746467845_L,52,0.312089,9401,N
2025_05_05_1746467845_L,53,0.024430,10062,N
2025_05_05_1746467845_L,54,0.001776,9368,N
2025_05_05_1746467845_L,55,0.077094,9382,N
2025_05_05_1746467845_L,56,0.007152,9368,N
2025_05_05_1746467845_L,57,0.047803,9392,N
2025_05_05_1746467845_L,58,0.010742,10083,N
2025_05_05_1746471300_S,0,0.023182,5684,N
2025_05_05_1746471300_S,1,0.003298,8518,N
2025_05_05_1746471300_S,2,0.011787,7946,N
2025_05_05_1746471300_S,3,0.006014,8001,N
2025_05_05_1746471300_S,4,0.021276,8071,N
2025_05_05_1746471300_S,5,0.013353,8148,N
2025_05_05_1746471300_S,6,0.018828,10293,N
2025_05_05_1746471300_S,7,0.349168,8369,N
2025_05_05_1746471300_S,8,0.086534,8419,N
2025_05_05_1746471300_S,9,0.258559,8475,N
2025_05_05_1746471300_S,10,0.004609,8562,N
2025_05_05_1746471300_S,11,0.012187,9313,N
2025_05_05_1746471300_S,12,0.597691,8725,N
2025_05_05_1746471300_S,13,0.864697,8799,N
2025_05_05_1746471300_S,14,0.009245,8853,N
2025_05_05_1746471300_S,15,0.156310,8926,N
2025_05_05_1746471300_S,16,0.267850,9694,N
2025_05_05_1746471300_S,17,0.351215,9106,N
2025_05_05_1746471300_S,18,0.887213,9198,N
2025_05_05_1746471300_S,19,0.332452,9278,N
2025_05_05_1746471300_S,20,0.921809,9317,N
2025_05_05_1746471300_S,21,0.049091,10791,N
2025_05_05_1746471300_S,22,0.373293,9407,N
2025_05_05_1746471300_S,23,0.743009,9397,N
2025_05_05_1746471300_S,24,0.418260,9409,N
2025_05_05_1746471300_S,25,0.521148,9406,N
2025_05_05_1746471300_S,26,0.509671,10104,N
2025_05_05_1746471300_S,27,0.081360,9421,N
2025_05_05_1746471300_S,28,0.703595,9426,N
2025_05_05_1746471300_S,29,0.592556,9436,N
2025_05_05_1746471300_S,30,0.458917,9424,N
2025_05_05_1746471300_S,31,0.221217,10117,N
2025_05_05_1746471300_S,32,0.453924,9422,N
2025_05_05_1746471300_S,33,0.439659,9443,N
2025_05_05_1746471300_S,34,0.586784,9430,N
2025_05_05_1746471300_S,35,0.464193,9421,N
2025_05_05_1746471300_S,36,0.169939,10804,N
2025_05_05_1746471300_S,37,0.041750,9429,N
2025_05_05_1746471300_S,38,0.338175,9433,N
2025_05_05_1746471300_S,39,0.702279,9414,N
2025_05_05_1746471300_S,40,0.499482,9420,N
2025_05_05_1746471300_S,41,0.152540,10124,N
2025_05_05_1746471540_S,0,0.061262,5684,N
2025_05_05_1746471540_S,1,0.003390,7836,N
2025_05_05_1746471540_S,2,0.047358,9979,N
2025_05_05_1746471540_S,3,0.109950,8054,N
2025_05_05_1746471540_S,4,0.044039,8103,N
2025_05_05_1746471540_S,5,0.058233,8161,N
2025_05_05_1746471540_S,6,0.029894,8242,N
2025_05_05_1746471540_S,7,0.019155,8982,N
2025_05_05_1746471540_S,8,0.095225,8397,N
2025_05_05_1746471540_S,9,0.506456,8470,N
2025_05_05_1746471540_S,10,0.026752,8524,N
2025_05_05_1746471540_S,11,0.004987,8598,N
2025_05_05_1746471540_S,12,0.113627,9364,N
2025_05_05_1746471540_S,13,0.022040,8776,N
2025_05_05_1746471540_S,14,0.238361,8868,N
2025_05_05_1746471540_S,15,0.025282,8948,N
2025_05_05_1746471540_S,16,0.178622,8987,N
2025_05_05_1746471540_S,17,0.011624,10459,N
2025_05_05_1746471540_S,18,0.041301,9189,N
2025_05_05_1746471540_S,19,0.566738,9242,N
2025_05_05_1746471540_S,20,0.112720,9318,N
2025_05_05_1746471540_S,21,0.124828,9379,N
2025_05_05_1746471540_S,22,0.275440,10078,N
2025_05_05_1746471540_S,23,0.059175,9399,N
2025_05_05_1746471540_S,24,0.182318,9406,N
2025_05_05_1746471540_S,25,0.107196,9417,N
2025_05_05_1746471540_S,26,0.127987,9406,N
2025_05_05_1746471540_S,27,0.223765,10100,N
2025_05_05_1746471540_S,28,0.028082,9411,N
2025_05_05_1746471540_S,29,0.269793,9436,N
2025_05_05_1746471540_S,30,0.792245,9426,N
2025_05_05_1746471540_S,31,0.510246,9417,N
2025_05_05_1746471540_S,32,0.107638,10799,N
2025_05_05_1746471540_S,33,0.036075,9427,N
2025_05_05_1746471540_S,34,0.146015,9431,N
2025_05_05_1746471540_S,35,0.327268,9412,N
2025_05_05_1746471540_S,36,0.227286,9418,N
2025_05_05_1746471540_S,37,0.026753,10122,N
2025_05_05_1746471660_S,0,0.019753,5679,N
2025_05_05_1746471660_S,1,0.017342,7877,N
2025_05_05_1746471660_S,2,0.009419,7924,N
2025_05_05_1746471660_S,3,0.009295,7977,N
2025_05_05_1746471660_S,4,0.060983,8064,N
2025_05_05_1746471660_S,5,0.007408,8811,N
2025_05_05_1746471660_S,6,0.551026,8222,N
2025_05_05_1746471660_S,7,0.686115,8290,N
2025_05_05_1746471660_S,8,0.007940,8338,N
2025_05_05_1746471660_S,9,0.010144,8408,N
2025_05_05_1746471660_S,10,0.256169,9170,N
2025_05_05_1746471660_S,11,0.009059,8579,N
2025_05_05_1746471660_S,12,0.079471,8674,N
2025_05_05_1746471660_S,13,0.065439,8745,N
2025_05_05_1746471660_S,14,0.053708,8782,N
2025_05_05_1746471660_S,15,0.053059,10257,N
2025_05_05_1746471660_S,16,0.158146,8985,N
2025_05_05_1746471660_S,17,0.127720,9035,N
2025_05_05_1746471660_S,18,0.041019,9112,N
2025_05_05_1746471660_S,19,0.077971,9166,N
2025_05_05_1746471660_S,20,0.015946,9923,N
2025_05_05_1746471660_S,21,0.002733,9352,N
2025_05_05_1746471660_S,22,0.100941,9361,N
2025_05_05_1746471660_S,23,0.056832,9366,N
2025_05_05_1746471660_S,24,0.059778,9357,N
2025_05_05_1746471660_S,25,0.084502,10051,N
2025_05_05_1746471660_S,26,0.046337,9360,N
2025_05_05_1746471660_S,27,0.339516,9375,N
2025_05_05_1746471660_S,28,0.654862,9363,N
2025_05_05_1746471660_S,29,0.926400,9357,N
2025_05_05_1746471660_S,30,0.032655,10735,N
2025_05_05_1746471660_S,31,0.041215,9367,N
2025_05_05_1746471660_S,32,0.140264,9371,N
2025_05_05_1746471660_S,33,0.325707,9359,N
2025_05_05_1746471660_S,34,0.174304,9357,N
2025_05_05_1746471660_S,35,0.019747,10059,N
2025_05_05_1746474150_S,0,0.004970,5675,N
2025_05_05_1746474150_S,1,0.002876,7815,N
2025_05_05_1746474150_S,2,0.032163,7894,N
2025_05_05_1746474150_S,3,0.123185,9362,N
2025_05_05_1746474150_S,4,0.010164,8088,N
2025_05_05_1746474150_S,5,0.061130,8173,N
2025_05_05_1746474150_S,6,0.104967,8208,N
2025_05_05_1746474150_S,7,0.013565,8302,N
2025_05_05_1746474150_S,8,0.920331,9065,N
2025_05_05_1746474150_S,9,0.090357,8480,N
2025_05_05_1746474150_S,10,0.026083,8559,N
2025_05_05_1746474150_S,11,0.007060,8609,N
2025_05_05_1746474150_S,12,0.002284,8688,N
2025_05_05_1746474150_S,13,0.101065,9473,N
2025_05_05_1746474150_S,14,0.031016,8877,N
2025_05_05_1746474150_S,15,0.003457,8941,N
2025_05_05_1746474150_S,16,0.062940,9014,N
2025_05_05_1746474150_S,17,0.528892,9090,N
2025_05_05_1746474150_S,18,0.012735,11992,N
2025_05_05_1746474150_S,19,0.851015,9266,N
2025_05_05_1746474150_S,20,0.684461,9341,N
2025_05_05_1746474150_S,21,0.064129,9397,N
2025_05_05_1746474150_S,22,0.017826,9405,N
2025_05_05_1746474150_S,23,0.052803,10107,N
2025_05_05_1746474150_S,24,0.184610,9423,N
2025_05_05_1746474150_S,25,0.913766,9426,N
2025_05_05_1746474150_S,26,0.539098,9420,N
2025_05_05_1746474150_S,27,0.355850,9416,N
2025_05_05_1746474150_S,28,0.741267,10131,N
2025_05_05_1746474150_S,29,0.006682,9429,N
2025_05_05_1746474150_S,30,0.069994,9430,N
2025_05_05_1746474150_S,31,0.011504,9418,N
2025_05_05_1746474150_S,32,0.082568,9422,N
2025_05_16_1747402560_S,0,0.080017,5702,N
2025_05_16_1747402560_S,1,0.155894,7877,N
2025_05_16_1747402560_S,2,0.304900,7921,N
2025_05_16_1747402560_S,3,0.020943,8018,N
2025_05_16_1747402560_S,4,0.948116,8096,N
2025_05_16_1747402560_S,5,0.203665,8844,N
2025_05_16_1747402560_S,6,0.588346,8262,N
2025_05_16_1747402560_S,7,0.936676,8331,N
2025_05_16_1747402560_S,8,0.100497,8405,N
2025_05_16_1747402560_S,9,0.037797,8451,N
2025_05_16_1747402560_S,10,0.134380,9910,N
2025_05_16_1747402560_S,11,0.001903,8628,N
2025_05_16_1747402560_S,12,0.035350,8697,N
2025_05_16_1747402560_S,13,0.007726,8744,N
2025_05_16_1747402560_S,14,0.055401,8814,N
2025_05_16_1747402560_S,15,0.042412,9584,N
2025_05_16_1747402560_S,16,0.015968,9009,N
2025_05_16_1747402560_S,17,0.057397,9077,N
2025_05_16_1747405945_S,0,0.012363,5694,N
2025_05_16_1747405945_S,1,0.009401,7847,N
2025_05_16_1747405945_S,2,0.011099,7911,N
2025_05_16_1747405945_S,3,0.003612,8684,N
2025_05_16_1747405945_S,4,0.016602,8109,N
2025_05_16_1747405945_S,5,0.010071,8166,N
2025_05_16_1747405945_S,6,0.010066,8239,N
2025_05_16_1747405945_S,7,0.009478,8298,N
2025_05_16_1747405945_S,8,0.025313,9055,N
2025_05_16_1747405945_S,9,0.001287,8495,N
2025_05_16_1747405945_S,10,0.000634,8555,N
2025_05_16_1747405945_S,11,0.004467,8602,N
2025_05_16_1747405945_S,12,0.003280,8689,N
2025_05_16_1747405945_S,13,0.319796,10180,N
2025_05_16_1747405945_S,14,0.186380,8908,N
2025_05_16_1747405945_S,15,0.378921,8963,N
2025_05_16_1747405945_S,16,0.071877,9038,N
2025_05_16_1747405945_S,17,0.072239,9093,N
2025_05_16_1747405945_S,18,0.019507,9863,N
2025_05_16_1747405945_S,19,0.078582,9278,N
2025_05_16_1747405945_S,20,0.134897,9347,N
2025_05_16_1747405945_S,21,0.186454,9410,N
2025_05_16_1747405945_S,22,0.992941,9407,N
2025_05_16_1747405945_S,23,0.205951,10131,N
2025_05_16_1747409400_L,0,0.034987,5661,N
2025_05_16_1747409400_L,1,0.025431,9238,N
2025_05_16_1747409400_L,2,0.010567,7948,N
2025_05_16_1747409400_L,3,0.004043,8013,N
2025_05_16_1747409400_L,4,0.017411,8080,N
2025_05_16_1747409400_L,5,0.106142,8134,N
2025_05_16_1747409400_L,6,0.118991,8906,N
2025_05_16_1747409400_L,7,0.007766,8318,N
2025_05_16_1747409400_L,8,0.122088,8386,N
2025_05_16_1747409400_L,9,0.062885,8444,N
2025_05_16_1747409400_L,10,0.069819,8521,N
2025_05_16_1747409400_L,11,0.081596,9299,N
2025_05_16_1747409400_L,12,0.018789,8732,N
2025_05_16_1747409400_L,13,0.051257,8802,N
2025_05_16_1747409400_L,14,0.054484,8848,N
2025_05_16_1747409400_L,15,0.194337,8917,N
2025_05_16_1747409400_L,16,0.536971,10387,N
2025_05_16_1747409400_L,17,0.068448,9086,N
2025_05_16_1747409400_L,18,0.219475,9163,N
2025_05_16_1747409400_L,19,0.422189,9229,N
2025_05_16_1747409400_L,20,0.582966,9300,N
2025_05_16_1747409400_L,21,0.042782,10042,N
2025_05_16_1747409400_L,22,0.039619,9361,N
2025_06_13_1749838675_S,0,0.062123,5718,N
2025_06_13_1749838675_S,1,0.236696,7882,N
2025_06_13_1749838675_S,2,0.918406,7943,N
2025_06_13_1749838675_S,3,0.991601,8704,N
2025_06_13_1749838675_S,4,0.802306,8099,N
2025_06_13_1749838675_S,5,0.531669,8174,N
2025_06_13_1749838675_S,6,0.030302,8239,N
2025_06_13_1749838675_S,7,0.255119,8303,N
2025_06_13_1749838675_S,8,0.737602,9062,N
2025_06_13_1749838675_S,9,0.023293,8491,N
2025_06_13_1749838675_S,10,0.148485,8588,N
2025_06_13_1749838675_S,11,0.020706,8641,N
2025_06_13_1749838675_S,12,0.061980,8702,N
2025_06_13_1749838675_S,13,0.324526,10156,N
2025_06_13_1749838675_S,14,0.039066,8887,N
2025_06_13_1749838675_S,15,0.023452,8954,N
2025_06_13_1749838675_S,16,0.051258,9038,N
2025_06_13_1749838675_S,17,0.281697,9110,N
2025_06_13_1749838675_S,18,0.037001,9871,N
2025_06_13_1749838675_S,19,0.025888,9291,N
2025_06_13_1749838675_S,20,0.011406,9374,N
2025_06_13_1749838675_S,21,0.078339,9445,N
2025_06_13_1749838675_S,22,0.018569,9447,N
2025_06_13_1749838675_S,23,0.223937,10146,N
2025_06_13_1749838675_S,24,0.205402,9465,N
2025_06_13_1749838675_S,25,0.736632,9462,N
2025_06_13_1749838675_S,26,0.175345,9459,N
2025_06_13_1749838675_S,27,0.482646,9455,N
2025_06_13_1749838675_S,28,0.048051,10876,N
2025_06_13_1749838675_S,29,0.944358,9485,N
2025_06_13_1749838675_S,30,0.875551,9462,N
2025_06_13_1749838675_S,31,0.965377,9461,N
2025_06_13_1749838675_S,32,0.895219,9483,N
2025_06_13_1749838675_S,33,0.050885,10160,N
2025_06_13_1749840910_L,0,0.011382,5737,N
2025_06_13_1749840910_L,1,0.077865,7900,N
2025_06_13_1749840910_L,2,0.064985,7956,N
2025_06_13_1749840910_L,3,0.109935,8039,N
2025_06_13_1749840910_L,4,0.015032,8109,N
2025_06_13_1749840910_L,5,0.903317,10299,N
2025_06_13_1749840910_L,6,0.227327,8285,N
2025_06_13_1749840910_L,7,0.005800,8338,N
2025_06_13_1749840910_L,8,0.025306,8415,N
2025_06_13_1749840910_L,9,0.419641,8493,N
2025_06_13_1749840910_L,10,0.324931,9241,N
2025_06_13_1749840910_L,11,0.001013,8671,N
2025_06_13_1749840910_L,12,0.002374,8729,N
2025_06_13_1749840910_L,13,0.002707,8804,N
2025_06_13_1749840910_L,14,0.007703,8856,N
2025_06_13_1749840910_L,15,0.349384,9628,N
2025_06_13_1749840910_L,16,0.121136,9031,N
2025_06_13_1749840910_L,17,0.541897,9109,N
2025_06_13_1749840910_L,18,0.423723,9193,N
2025_06_13_1749840910_L,19,0.994648,9255,N
2025_06_13_1749840910_L,20,0.244298,10718,N
2025_06_13_1749840910_L,21,0.311497,9426,N
2025_06_13_1749840910_L,22,0.056482,9407,N
2025_06_13_1749840910_L,23,0.762537,9409,N
2025_06_13_1749840910_L,24,0.120934,9412,N
2025_06_13_1749840910_L,25,0.261876,10117,N
2025_06_13_1749840910_L,26,0.957169,9438,N
2025_06_13_1749840910_L,27,0.246429,9430,N
2025_06_13_1749840910_L,28,0.052714,9434,N
2025_06_13_1749840910_L,29,0.025928,9431,N
2025_06_13_1749840910_L,30,0.162723,10110,N
2025_06_13_1749841560_L,0,0.003218,5701,N
2025_06_13_1749841560_L,1,0.001285,7843,N
2025_06_13_1749841560_L,2,0.000839,7920,N
2025_06_13_1749841560_L,3,0.002711,7981,N
2025_06_13_1749841560_L,4,0.001944,8050,N
2025_06_13_1749841560_L,5,0.239047,8816,N
2025_06_13_1749841560_L,6,0.273521,8232,N
2025_06_13_1749841560_L,7,0.755233,8305,N
2025_06_13_1749841560_L,8,0.334510,8383,N
2025_06_13_1749841560_L,9,0.265525,8457,N
2025_06_13_1749841560_L,10,0.004407,9919,N
2025_06_13_1749841560_L,11,0.035884,8618,N
2025_06_13_1749841560_L,12,0.257578,8682,N
2025_06_13_1749841560_L,13,0.001849,8763,N
2025_06_13_1749841560_L,14,0.023977,8830,N
2025_06_13_1749841560_L,15,0.687365,9597,N
2025_06_13_1749841560_L,16,0.084682,9024,N
2025_06_13_1749841560_L,17,0.189505,9073,N
2025_06_13_1749841560_L,18,0.010161,9153,N
2025_06_13_1749841560_L,19,0.050426,9201,N
2025_06_17_1750178490_S,0,0.007179,5621,N
2025_06_17_1750178490_S,1,0.215456,7753,N
