**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,dir,peak_pts,peak_dollar,bars_to_peak,sec_to_peak,path_len,pnl
2025_07_07,1751889540.0,long,11.5,23.0,104,520,146,10.0
2025_07_07,1751895840.0,short,23.75,47.5,24,120,49,-5.0
2025_07_07,1751896200.0,short,11.0,22.0,6,30,61,7.0
2025_07_07,1751931900.0,long,1.75,3.5,22,110,32,5.0
2025_07_08,1751940180.0,long,3.0,6.0,22,110,28,-1.5
2025_07_08,1751964000.0,long,2.25,4.5,21,105,31,2.0
2025_07_08,1751973600.0,short,1.75,3.5,16,80,70,0.5
2025_07_08,1751984100.0,short,10.25,20.5,55,275,61,21.0
2025_07_08,1752014340.0,short,2.75,5.5,26,130,110,-16.5
2025_07_09,1752031080.0,short,0.75,1.5,7,35,20,7.5
2025_07_09,1752058740.0,long,5.25,10.5,32,160,72,-4.5
2025_07_09,1752086220.0,long,4.75,9.5,24,120,49,-8.5
2025_07_09,1752100860.0,long,2.25,4.5,16,80,31,1.5
2025_07_10,1752106320.0,short,3.0,6.0,60,300,115,6.0
2025_07_10,1752110880.0,short,1.5,3.0,8,40,19,4.0
2025_07_10,1752135300.0,long,1.75,3.5,17,85,22,12.0
2025_07_10,1752157800.0,short,7.0,14.0,29,145,157,-47.0
2025_07_11,1752198300.0,short,4.25,8.5,58,290,88,5.5
2025_07_11,1752205980.0,long,5.0,10.0,208,1040,214,7.0
2025_07_11,1752208260.0,long,5.75,11.5,65,325,84,4.0
2025_07_11,1752238500.0,long,11.0,22.0,99,495,108,10.5
2025_07_11,1752239700.0,short,2.0,4.0,13,65,24,11.0
2025_07_11,1752239820.0,short,7.5,15.0,56,280,204,-70.0
2025_07_11,1752262860.0,long,5.75,11.5,18,90,37,1.0
2025_07_13,1752444720.0,short,11.75,23.5,62,310,77,11.5
2025_07_13,1752449760.0,short,6.5,13.0,40,200,79,13.0
2025_07_14,1752514800.0,long,4.75,9.5,161,805,205,-7.5
2025_07_14,1752518520.0,long,4.0,8.0,70,350,96,-2.5
2025_07_14,1752534900.0,short,2.25,4.5,12,60,173,-5.0
2025_07_15,1752541200.0,short,5.5,11.0,49,245,79,1.0
2025_07_15,1752561000.0,long,3.0,6.0,17,85,24,4.0
2025_07_15,1752595320.0,long,7.0,14.0,3,15,25,17.0
2025_07_15,1752595440.0,short,21.75,43.5,77,385,97,29.5
2025_07_15,1752607200.0,short,21.0,42.0,45,225,97,26.0
2025_07_16,1752637500.0,long,13.25,26.5,185,925,195,26.5
2025_07_16,1752642300.0,long,5.5,11.0,5,25,58,14.0
2025_07_16,1752653700.0,long,2.25,4.5,18,90,23,5.0
2025_07_16,1752653820.0,long,9.5,19.0,43,215,116,6.0
2025_07_16,1752677100.0,long,4.5,9.0,21,105,25,14.5
2025_07_16,1752677220.0,short,46.75,93.5,96,480,169,17.5
2025_07_16,1752682800.0,short,12.0,24.0,30,150,49,-10.0
2025_07_16,1752689700.0,short,17.5,35.0,73,365,145,-14.5
2025_07_16,1752703200.0,short,20.25,40.5,115,575,144,32.0
2025_07_17,1752754800.0,long,32.5,65.0,132,660,167,34.0
2025_07_17,1752773580.0,long,8.0,16.0,91,455,97,13.0
2025_07_17,1752774600.0,long,3.25,6.5,46,230,61,10.0
2025_07_17,1752774900.0,long,10.0,20.0,58,290,85,3.0
2025_07_17,1752782400.0,long,13.5,27.0,14,70,85,-7.5
2025_07_17,1752785640.0,short,21.5,43.0,70,350,136,25.5
2025_07_17,1752791220.0,short,8.0,16.0,41,205,71,13.5
2025_07_17,1752795060.0,long,3.75,7.5,63,315,69,4.5
2025_07_18,1752833100.0,long,2.75,5.5,20,100,54,-2.5
2025_07_18,1752833400.0,short,2.75,5.5,18,90,46,4.5
2025_07_18,1752833700.0,short,0.75,1.5,8,40,28,3.5
2025_07_18,1752847800.0,short,11.5,23.0,18,90,37,24.0
2025_07_18,1752847980.0,short,29.75,59.5,63,315,133,55.5
2025_07_18,1752871200.0,short,3.0,6.0,60,300,85,6.5
2025_07_21,1753094400.0,short,8.5,17.0,112,560,160,-5.0
2025_07_21,1753113000.0,long,2.75,5.5,8,40,25,7.0
2025_07_21,1753138860.0,short,3.75,7.5,24,120,45,-2.5
2025_07_22,1753153500.0,long,1.0,2.0,3,15,17,4.0
2025_07_22,1753175700.0,long,9.5,19.0,32,160,55,10.5
2025_07_22,1753186500.0,long,12.5,25.0,165,825,208,14.0
2025_07_22,1753198200.0,short,6.5,13.0,3,15,85,-39.5
2025_07_22,1753207500.0,long,3.0,6.0,15,75,25,10.5
2025_07_22,1753207620.0,long,1.5,3.0,14,70,25,5.5
2025_07_22,1753223160.0,short,4.25,8.5,12,60,35,10.0
2025_07_23,1753296420.0,short,8.0,16.0,106,530,181,6.5
2025_07_24,1753316580.0,long,4.0,8.0,28,140,35,4.5
2025_07_24,1753316820.0,long,2.0,4.0,11,55,20,4.5
2025_07_24,1753325760.0,short,5.5,11.0,51,255,67,4.0
2025_07_24,1753341180.0,short,1.75,3.5,6,30,90,4.0
2025_07_24,1753342560.0,short,5.5,11.0,45,225,53,3.5
2025_07_24,1753348800.0,long,9.5,19.0,121,605,181,13.0
2025_07_24,1753382100.0,long,4.0,8.0,20,100,37,-1.0
2025_07_25,1753434600.0,short,5.5,11.0,29,145,40,9.0
2025_07_25,1753434840.0,short,7.75,15.5,61,305,98,2.0
2025_07_25,1753448400.0,short,15.5,31.0,65,325,130,9.0
2025_07_25,1753449060.0,short,5.25,10.5,18,90,25,-2.0
2025_07_25,1753449180.0,long,3.5,7.0,18,90,37,6.5
2025_07_25,1753450500.0,short,42.25,84.5,47,235,73,43.5
2025_07_25,1753454100.0,short,13.5,27.0,70,350,97,11.5
2025_07_25,1753454580.0,short,8.5,17.0,6,30,25,4.0
2025_07_25,1753457220.0,long,7.75,15.5,45,225,73,2.5
2025_07_25,1753465980.0,long,6.75,13.5,31,155,97,5.0
2025_07_25,1753475400.0,long,9.25,18.5,50,250,84,11.0
2025_07_25,1753476000.0,short,6.25,12.5,129,645,157,9.0
2025_07_27,1753659900.0,long,2.75,5.5,12,60,22,4.0
2025_07_28,1753667220.0,long,5.5,11.0,119,595,161,3.0
2025_07_28,1753672860.0,long,1.75,3.5,35,175,168,0.5
2025_07_28,1753675860.0,short,2.0,4.0,17,85,30,2.0
2025_07_28,1753679700.0,long,2.75,5.5,16,80,43,5.0
2025_07_28,1753691820.0,short,5.0,10.0,107,535,143,4.0
2025_07_28,1753704600.0,short,4.25,8.5,30,150,37,4.5
2025_07_28,1753704780.0,short,10.75,21.5,22,110,210,-9.5
2025_07_28,1753712700.0,long,7.25,14.5,23,115,49,-1.5
2025_07_28,1753713180.0,short,1.75,3.5,20,100,25,4.0
2025_07_28,1753717020.0,short,6.5,13.0,45,225,85,-2.0
2025_07_28,1753722600.0,short,5.0,10.0,4,20,85,23.5
2025_07_28,1753723620.0,short,7.0,14.0,31,155,121,-23.0
2025_07_28,1753726800.0,short,6.25,12.5,54,270,97,0.0
2025_07_28,1753728000.0,short,5.75,11.5,25,125,37,9.0
2025_07_28,1753731600.0,long,5.75,11.5,56,280,85,6.0
2025_07_29,1753751280.0,long,10.0,20.0,91,455,120,20.5
2025_07_29,1753757820.0,long,10.0,20.0,85,425,164,14.5
2025_07_29,1753777200.0,long,4.0,8.0,20,100,33,2.5
2025_07_29,1753778940.0,long,3.0,6.0,26,130,32,11.0
2025_07_29,1753791900.0,short,4.75,9.5,29,145,119,6.0
2025_07_29,1753807800.0,short,3.25,6.5,32,160,37,-7.0
2025_07_29,1753820400.0,short,1.5,3.0,14,70,24,6.5
2025_07_30,1753871640.0,long,7.25,14.5,68,340,83,12.0
2025_07_30,1753878900.0,short,6.25,12.5,24,120,108,-38.0
2025_07_30,1753882200.0,short,17.0,34.0,32,160,121,-70.0
2025_07_30,1753904760.0,short,12.25,24.5,36,180,121,-74.0
2025_07_30,1753912800.0,long,21.5,43.0,41,205,85,20.0
2025_07_30,1753913700.0,long,17.25,34.5,31,155,37,28.0
2025_07_31,1753923720.0,long,2.0,4.0,17,85,23,11.0
2025_07_31,1753932600.0,long,1.0,2.0,18,90,30,3.5
2025_07_31,1753943400.0,short,5.25,10.5,45,225,109,-11.0
2025_07_31,1753944600.0,long,8.75,17.5,55,275,81,12.5
2025_07_31,1753966320.0,short,4.0,8.0,18,90,25,5.0
2025_07_31,1753966440.0,short,1.25,2.5,8,40,25,3.5
2025_07_31,1753971600.0,short,19.25,38.5,29,145,61,15.0
2025_07_31,1753999800.0,short,13.5,27.0,66,330,89,21.0
2025_07_31,1754006160.0,short,3.5,7.0,29,145,40,-1.5
2025_08_01,1754018700.0,long,3.5,7.0,26,130,38,8.0
2025_08_01,1754040180.0,long,6.75,13.5,24,120,48,-4.5
2025_08_01,1754044200.0,short,7.75,15.5,26,130,36,4.5
2025_08_01,1754044500.0,short,3.25,6.5,6,30,22,8.0
2025_08_01,1754044620.0,short,29.25,58.5,95,475,121,42.0
2025_08_01,1754048100.0,long,2.25,4.5,16,80,23,5.0
2025_08_01,1754048220.0,long,13.25,26.5,55,275,96,26.0
2025_08_01,1754050500.0,long,9.0,18.0,4,20,97,-4.5
2025_08_01,1754061360.0,short,25.75,51.5,110,550,133,43.5
2025_08_01,1754075700.0,long,5.25,10.5,3,15,25,5.0
2025_08_01,1754075820.0,long,19.5,39.0,33,165,133,-5.0
2025_08_01,1754076900.0,short,4.5,9.0,17,85,25,3.5
2025_08_01,1754077140.0,long,6.25,12.5,3,15,25,34.5
2025_08_01,1754078820.0,short,1.25,2.5,4,20,25,7.0
2025_08_04,1754273340.0,long,15.0,30.0,134,670,154,20.5
2025_08_04,1754277780.0,long,6.5,13.0,73,365,88,8.5
2025_08_04,1754313900.0,short,7.25,14.5,26,130,193,-155.0
2025_08_04,1754320440.0,long,9.5,19.0,161,805,205,-9.0
2025_08_04,1754321460.0,long,14.0,28.0,39,195,49,26.5
2025_08_04,1754324100.0,long,5.75,11.5,23,115,37,19.0
2025_08_04,1754324280.0,long,0.25,0.5,8,40,61,5.5
2025_08_04,1754324700.0,long,2.25,4.5,19,95,25,17.5
2025_08_05,1754377200.0,long,14.25,28.5,100,500,127,9.0
2025_08_05,1754393100.0,short,22.5,45.0,75,375,147,21.0
2025_08_06,1754474400.0,short,21.25,42.5,72,360,95,36.0
2025_08_06,1754506740.0,long,13.0,26.0,39,195,49,23.0
2025_08_07,1754528520.0,short,1.75,3.5,16,80,21,1.0
2025_08_07,1754570940.0,short,6.5,13.0,12,60,24,-7.5
2025_08_07,1754572200.0,short,17.0,34.0,73,365,95,4.5
2025_08_07,1754574600.0,short,34.75,69.5,244,1220,289,20.5
2025_08_07,1754591820.0,short,23.25,46.5,92,460,181,-16.0
2025_08_08,1754616600.0,short,7.5,15.0,54,270,107,1.5
2025_08_08,1754619240.0,long,5.0,10.0,18,90,51,7.0
2025_08_08,1754639700.0,short,4.25,8.5,8,40,17,1.0
2025_08_08,1754639820.0,short,3.0,6.0,26,130,135,-35.0
2025_08_08,1754641860.0,long,4.75,9.5,71,355,140,-11.5
2025_08_08,1754645940.0,long,3.0,6.0,14,70,20,3.5
2025_08_08,1754658060.0,short,7.25,14.5,32,160,37,16.0
2025_08_08,1754658240.0,short,10.75,21.5,18,90,61,5.5
2025_08_08,1754670480.0,long,12.0,24.0,44,220,61,7.0
2025_08_08,1754671620.0,long,6.25,12.5,63,315,145,-24.0
2025_08_08,1754686200.0,long,4.5,9.0,28,140,43,12.0
2025_08_10,1754866800.0,long,3.25,6.5,13,65,111,-24.5
2025_08_11,1754906640.0,short,6.5,13.0,26,130,35,7.0
2025_08_11,1754917800.0,long,10.0,20.0,95,475,119,10.5
2025_08_11,1754918400.0,short,2.0,4.0,17,85,25,4.0
2025_08_11,1754918520.0,long,8.25,16.5,103,515,109,-52.0
2025_08_11,1754922600.0,long,8.75,17.5,17,85,85,0.0
2025_08_11,1754923200.0,long,11.25,22.5,23,115,49,21.0
2025_08_11,1754932800.0,long,3.0,6.0,20,100,25,9.0
2025_08_11,1754932920.0,short,12.25,24.5,45,225,49,21.5
2025_08_11,1754954160.0,short,2.25,4.5,11,55,25,7.5
2025_08_12,1754957220.0,short,1.75,3.5,5,25,24,12.0
2025_08_12,1754961300.0,long,7.25,14.5,27,135,31,18.5
2025_08_12,1754971200.0,short,2.5,5.0,10,50,21,4.0
2025_08_12,1754971440.0,long,18.5,37.0,196,980,239,35.5
2025_08_12,1754984400.0,long,1.75,3.5,9,45,24,10.0
2025_08_12,1754995800.0,short,2.75,5.5,54,270,72,1.0
2025_08_12,1755010200.0,short,16.25,32.5,68,340,97,-27.5
2025_08_12,1755017100.0,long,22.75,45.5,101,505,121,54.5
2025_08_12,1755019200.0,long,4.5,9.0,4,20,25,17.0
2025_08_13,1755047400.0,short,9.75,19.5,102,510,121,17.5
2025_08_13,1755064260.0,short,6.5,13.0,40,200,73,-3.0
2025_08_13,1755066000.0,short,3.75,7.5,16,80,61,-1.0
2025_08_13,1755080100.0,short,14.25,28.5,213,1065,220,31.5
2025_08_13,1755084600.0,short,4.5,9.0,33,165,60,-7.5
2025_08_13,1755085380.0,short,1.0,2.0,8,40,22,10.0
2025_08_13,1755085800.0,short,4.5,9.0,35,175,109,-7.5
2025_08_13,1755097200.0,short,-0.5,-1.0,11,55,25,9.5
2025_08_13,1755102300.0,short,18.0,36.0,68,340,73,18.0
2025_08_14,1755143700.0,long,6.5,13.0,83,415,87,11.0
2025_08_14,1755147960.0,short,8.5,17.0,51,255,55,11.0
2025_08_14,1755156300.0,long,2.5,5.0,66,330,71,4.0
2025_08_14,1755166800.0,long,8.5,17.0,42,210,60,8.5
2025_08_14,1755196560.0,long,29.0,58.0,199,995,289,30.5
2025_08_14,1755199800.0,long,7.25,14.5,25,125,37,3.5
2025_08_14,1755205080.0,long,7.25,14.5,21,105,72,-3.5
2025_08_14,1755210420.0,short,4.5,9.0,30,150,35,3.0
2025_08_15,1755242400.0,long,3.0,6.0,24,120,28,4.0
2025_08_15,1755242580.0,short,3.0,6.0,46,230,60,7.0
2025_08_15,1755243300.0,short,11.75,23.5,110,550,115,13.5
2025_08_15,1755255720.0,short,2.0,4.0,13,65,33,4.5
2025_08_15,1755261300.0,short,10.25,20.5,46,230,72,-7.5
2025_08_15,1755262500.0,short,3.5,7.0,4,20,25,6.0
2025_08_15,1755262620.0,short,2.25,4.5,27,135,35,6.0
2025_08_18,1755478560.0,long,2.75,5.5,17,85,30,1.5
2025_08_18,1755501300.0,long,17.25,34.5,90,450,127,16.5
2025_08_18,1755504120.0,short,36.5,73.0,163,815,167,66.5
2025_08_18,1755515100.0,short,3.25,6.5,13,65,36,9.0
2025_08_18,1755527940.0,long,11.0,22.0,3,15,25,17.0
2025_08_18,1755539100.0,long,4.25,8.5,18,90,25,-1.0
2025_08_18,1755539340.0,short,5.0,10.0,26,130,133,14.0
2025_08_18,1755541200.0,long,9.75,19.5,29,145,37,19.5
2025_08_18,1755541380.0,short,5.5,11.0,64,320,73,0.5
2025_08_18,1755545460.0,long,3.5,7.0,29,145,36,5.0
2025_08_18,1755545640.0,long,12.75,25.5,47,235,73,11.0
2025_08_18,1755546120.0,long,3.75,7.5,14,70,25,9.5
2025_08_18,1755546240.0,long,12.25,24.5,32,160,73,1.5
2025_08_18,1755550680.0,long,47.0,94.0,76,380,134,74.5
2025_08_19,1755566700.0,short,12.0,24.0,51,255,92,22.0
2025_08_19,1755567300.0,short,4.5,9.0,16,80,218,5.0
2025_08_19,1755576780.0,short,3.75,7.5,29,145,47,0.0
2025_08_19,1755600000.0,long,2.25,4.5,39,195,73,-21.0
2025_08_19,1755602460.0,short,2.0,4.0,9,45,69,6.0
2025_08_19,1755609660.0,short,79.5,159.0,186,930,205,85.5
2025_08_19,1755634800.0,short,4.75,9.5,52,260,70,-0.5
2025_08_20,1755650280.0,long,3.5,7.0,3,15,22,-3.0
2025_08_20,1755656100.0,short,4.75,9.5,3,15,33,9.5
2025_08_20,1755657900.0,long,3.5,7.0,74,370,91,6.0
2025_08_20,1755680460.0,long,10.25,20.5,21,105,45,-3.0
2025_08_20,1755680700.0,long,17.0,34.0,94,470,107,27.0
2025_08_20,1755700740.0,short,11.0,22.0,17,85,25,7.5
2025_08_20,1755711600.0,long,8.0,16.0,6,30,25,6.0
2025_08_20,1755711720.0,long,22.0,44.0,51,255,61,41.0
2025_08_20,1755730860.0,short,8.75,17.5,40,200,155,-12.0
2025_08_20,1755733500.0,short,3.0,6.0,40,200,135,-20.0
2025_08_21,1755743400.0,long,5.25,10.5,21,105,81,-15.0
2025_08_21,1755744060.0,long,4.25,8.5,34,170,66,-9.5
2025_08_21,1755747300.0,short,7.25,14.5,23,115,61,1.0
2025_08_21,1755758700.0,long,6.75,13.5,134,670,179,-4.5
2025_08_21,1755760200.0,short,21.5,43.0,79,395,111,20.5
2025_08_21,1755762000.0,short,9.75,19.5,66,330,102,-6.5
2025_08_21,1755765300.0,long,2.5,5.0,14,70,28,6.0
2025_08_21,1755780900.0,short,17.5,35.0,75,375,85,11.0
2025_08_21,1755795060.0,short,9.75,19.5,5,25,61,21.0
2025_08_21,1755802200.0,long,21.75,43.5,107,535,133,41.5
2025_08_22,1755824400.0,short,26.25,52.5,129,645,154,18.5
2025_08_22,1755848340.0,short,7.75,15.5,41,205,225,-45.0
2025_08_22,1755860100.0,long,11.5,23.0,65,325,88,9.5
2025_08_25,1756095420.0,short,4.75,9.5,95,475,158,-4.0
2025_08_25,1756110000.0,short,5.5,11.0,32,160,54,-7.0
2025_08_25,1756136940.0,long,25.75,51.5,55,275,85,16.5
2025_08_25,1756148700.0,long,16.25,32.5,68,340,121,3.0
2025_08_25,1756160460.0,long,7.5,15.0,50,250,71,7.0
2025_08_25,1756161660.0,short,2.75,5.5,28,140,36,5.0
2025_08_26,1756166400.0,short,78.75,157.5,40,200,81,55.0
2025_08_26,1756197300.0,short,5.5,11.0,19,95,30,15.0
2025_08_26,1756197480.0,long,3.75,7.5,38,190,62,9.0
2025_08_26,1756214640.0,long,3.0,6.0,53,265,61,4.0
2025_08_26,1756225800.0,long,3.75,7.5,21,105,25,5.0
2025_08_27,1756283400.0,short,14.5,29.0,188,940,231,11.5
2025_08_27,1756288980.0,short,6.0,12.0,34,170,54,8.5
2025_08_27,1756289700.0,short,6.25,12.5,30,150,64,2.5
2025_08_27,1756292400.0,long,5.25,10.5,181,905,205,10.0
2025_08_27,1756294200.0,long,6.25,12.5,78,390,102,10.0
2025_08_27,1756295700.0,short,8.25,16.5,60,300,128,3.5
2025_08_27,1756306920.0,short,12.75,25.5,43,215,73,19.0
2025_08_27,1756307700.0,short,14.5,29.0,214,1070,240,-0.5
2025_08_27,1756320240.0,long,4.5,9.0,17,85,49,0.5
2025_08_28,1756340100.0,short,22.0,44.0,120,600,138,28.5
2025_08_28,1756342800.0,short,3.75,7.5,17,85,24,-2.0
2025_08_28,1756349520.0,short,5.0,10.0,19,95,61,-8.0
2025_08_28,1756377000.0,long,7.5,15.0,28,140,33,8.0
2025_08_28,1756377360.0,short,1.25,2.5,13,65,19,11.0
2025_08_28,1756377480.0,short,18.75,37.5,74,370,106,21.0
2025_08_28,1756381500.0,long,21.0,42.0,156,780,160,48.5
2025_08_28,1756396800.0,long,5.5,11.0,18,90,25,9.0
2025_08_28,1756396920.0,long,3.0,6.0,19,95,25,5.5
2025_08_28,1756397040.0,short,5.5,11.0,21,105,25,-15.5
2025_08_28,1756405200.0,long,2.5,5.0,30,150,49,3.5
2025_08_28,1756408500.0,long,4.25,8.5,5,25,61,-2.0
2025_08_29,1756491300.0,short,3.75,7.5,6,30,25,5.0
2025_08_29,1756491420.0,short,17.25,34.5,46,230,97,21.5
2025_08_29,1756493400.0,long,18.5,37.0,186,930,193,38.5
2025_08_29,1756496400.0,short,2.25,4.5,7,35,121,24.5
2025_08_31,1756683660.0,long,6.75,13.5,39,195,88,6.5
2025_09_01,1756688400.0,long,5.0,10.0,43,215,97,-5.0
2025_09_01,1756712940.0,short,1.5,3.0,13,65,18,4.5
2025_09_01,1756727640.0,short,3.5,7.0,3,15,52,3.0
2025_09_01,1756770600.0,short,10.75,21.5,30,150,35,-0.5
2025_09_01,1756770840.0,long,4.0,8.0,54,270,60,5.5
2025_09_02,1756781700.0,long,5.5,11.0,19,95,35,3.0
2025_09_02,1756809900.0,short,4.75,9.5,26,130,37,8.5
2025_09_02,1756810500.0,short,10.25,20.5,120,600,151,16.5
2025_09_02,1756814100.0,short,5.75,11.5,20,100,25,12.5
2025_09_02,1756829220.0,short,19.25,38.5,35,175,61,-2.5
2025_09_02,1756852200.0,long,4.25,8.5,24,120,73,2.5
2025_09_02,1756855500.0,long,8.75,17.5,44,220,87,9.0
2025_09_03,1756883700.0,long,15.0,30.0,194,970,215,-0.5
2025_09_03,1756893900.0,short,11.75,23.5,100,500,117,23.5
2025_09_03,1756903620.0,short,5.5,11.0,20,100,24,6.0
2025_09_03,1756911600.0,long,6.5,13.0,3,15,49,2.0
2025_09_03,1756914600.0,long,6.75,13.5,16,80,25,2.0
2025_09_03,1756914780.0,long,15.75,31.5,21,105,85,-0.5
2025_09_03,1756917000.0,long,7.75,15.5,33,165,37,4.5
2025_09_03,1756917300.0,long,7.0,14.0,19,95,25,2.0
2025_09_03,1756919400.0,long,17.75,35.5,34,170,85,35.0
2025_09_04,1756948200.0,short,16.0,32.0,150,750,186,26.5
2025_09_04,1756962900.0,short,24.5,49.0,100,500,150,24.0
2025_09_04,1756966800.0,short,5.0,10.0,19,95,24,13.5
2025_09_04,1756966920.0,long,6.5,13.0,18,90,22,8.0
2025_09_04,1756967040.0,short,4.0,8.0,16,80,21,4.0
2025_09_04,1756975500.0,short,7.0,14.0,26,130,54,2.0
2025_09_04,1756993560.0,short,2.5,5.0,5,25,25,60.5
2025_09_04,1756993860.0,short,13.25,26.5,21,105,25,21.5
2025_09_04,1756993980.0,short,12.5,25.0,19,95,25,37.0
2025_09_04,1757002020.0,long,10.0,20.0,80,400,109,-9.0
2025_09_04,1757005800.0,short,6.75,13.5,59,295,97,-4.0
2025_09_04,1757011200.0,long,4.25,8.5,18,90,25,8.0
2025_09_04,1757011440.0,long,6.5,13.0,46,230,61,24.5
2025_09_04,1757029440.0,long,7.25,14.5,65,325,138,-0.5
2025_09_05,1757030700.0,long,18.75,37.5,75,375,120,33.0
2025_09_05,1757041860.0,short,3.0,6.0,10,50,94,-3.5
2025_09_05,1757043000.0,short,6.5,13.0,18,90,168,-7.0
2025_09_05,1757080200.0,short,38.25,76.5,37,185,61,87.0
2025_09_05,1757095560.0,short,6.75,13.5,5,25,25,4.5
2025_09_05,1757104380.0,long,1.5,3.0,13,65,19,5.0
2025_09_08,1757291100.0,long,3.5,7.0,9,45,26,4.5
2025_09_08,1757292000.0,long,3.25,6.5,19,95,29,-2.5
2025_09_08,1757294760.0,long,1.75,3.5,20,100,37,4.0
2025_09_08,1757324700.0,long,19.25,38.5,100,500,239,32.5
2025_09_08,1757338080.0,short,7.75,15.5,55,275,193,-91.5
2025_09_08,1757346000.0,long,8.5,17.0,232,1160,301,-35.0
2025_09_08,1757360100.0,long,20.75,41.5,75,375,97,44.0
2025_09_08,1757363100.0,long,3.0,6.0,30,150,92,1.0
2025_09_09,1757391120.0,long,3.75,7.5,63,315,122,-1.0
2025_09_09,1757404920.0,short,17.25,34.5,76,380,141,17.0
2025_09_09,1757410440.0,long,4.5,9.0,12,60,37,8.5
2025_09_09,1757410740.0,short,9.75,19.5,188,940,198,13.5
2025_09_09,1757435700.0,short,4.0,8.0,17,85,25,4.5
2025_09_09,1757441700.0,short,5.0,10.0,3,15,49,5.5
2025_09_09,1757441940.0,short,6.75,13.5,3,15,25,-5.5
2025_09_09,1757442540.0,short,7.75,15.5,81,405,85,10.0
2025_09_10,1757471220.0,long,13.75,27.5,62,310,133,11.0
2025_09_10,1757478900.0,long,1.75,3.5,16,80,66,2.5
2025_09_10,1757483820.0,short,2.25,4.5,17,85,36,1.0
2025_09_10,1757487900.0,short,4.0,8.0,24,120,33,8.5
2025_09_10,1757506920.0,short,1.25,2.5,15,75,25,14.5
2025_09_10,1757547300.0,short,9.0,18.0,57,285,86,13.0
2025_09_11,1757550600.0,long,11.5,23.0,39,195,58,24.0
2025_09_11,1757553660.0,long,7.5,15.0,94,470,137,13.5
2025_09_11,1757560440.0,long,3.25,6.5,27,135,46,4.0
2025_09_11,1757563680.0,short,6.25,12.5,35,175,40,10.0
2025_09_11,1757592900.0,long,2.75,5.5,23,115,61,-5.5
2025_09_11,1757593320.0,short,12.25,24.5,65,325,85,-23.5
2025_09_11,1757593740.0,long,14.75,29.5,24,120,121,-116.5
2025_09_11,1757603400.0,long,9.0,18.0,42,210,61,13.5
2025_09_11,1757617200.0,long,6.0,12.0,86,430,145,-1.5
2025_09_12,1757642640.0,short,6.0,12.0,25,125,71,10.0
2025_09_12,1757647140.0,short,4.25,8.5,54,270,76,5.5
2025_09_12,1757661600.0,short,3.0,6.0,22,110,45,7.0
2025_09_12,1757661900.0,short,3.25,6.5,15,75,49,3.0
2025_09_12,1757664600.0,short,33.75,67.5,98,490,132,48.0
2025_09_12,1757672100.0,short,3.0,6.0,37,185,43,1.5
2025_09_12,1757672640.0,long,11.5,23.0,88,440,111,15.5
2025_09_12,1757685300.0,long,6.25,12.5,29,145,49,6.0
2025_09_12,1757701800.0,long,20.5,41.0,126,630,157,39.0
2025_09_12,1757709300.0,short,3.0,6.0,39,195,176,1.0
2025_09_12,1757710440.0,short,2.0,4.0,42,210,61,-3.0
2025_09_14,1757887200.0,short,12.5,25.0,43,215,150,-16.0
2025_09_14,1757890560.0,long,4.5,9.0,27,135,51,3.0
2025_09_14,1757893500.0,short,6.0,12.0,21,105,106,-7.0
2025_09_15,1757903460.0,short,6.0,12.0,53,265,128,4.5
2025_09_15,1757916300.0,long,5.5,11.0,36,180,99,2.5
2025_09_15,1757920440.0,long,7.0,14.0,96,480,117,0.0
2025_09_15,1757942100.0,long,6.75,13.5,33,165,49,7.5
2025_09_15,1757942340.0,long,6.75,13.5,57,285,82,2.0
2025_09_15,1757953140.0,long,5.75,11.5,15,75,229,1.0
2025_09_15,1757964300.0,short,5.5,11.0,30,150,60,8.5
2025_09_15,1757964600.0,long,3.5,7.0,16,80,49,9.5
2025_09_16,1758027780.0,short,6.5,13.0,115,575,133,4.0
2025_09_16,1758051900.0,short,23.0,46.0,175,875,229,10.0
2025_09_17,1758083820.0,short,2.75,5.5,28,140,62,-4.5
2025_09_17,1758085560.0,long,14.5,29.0,21,105,80,-4.0
2025_09_17,1758095160.0,long,6.5,13.0,26,130,55,9.0
2025_09_17,1758105000.0,short,11.5,23.0,60,300,118,-4.0
2025_09_17,1758106200.0,long,6.75,13.5,65,325,86,-6.5
2025_09_17,1758124200.0,short,9.0,18.0,40,200,48,22.0
2025_09_18,1758180720.0,short,4.25,8.5,12,60,144,-76.5
2025_09_18,1758202320.0,short,87.0,174.0,173,865,205,66.5
2025_09_18,1758210000.0,short,28.0,56.0,80,400,103,49.5
2025_09_19,1758266340.0,short,6.0,12.0,23,115,40,-19.5
2025_10_01,1759306500.0,short,4.5,9.0,58,290,70,-2.0
2025_10_01,1759314060.0,short,0.5,1.0,3,15,21,13.0
2025_10_01,1759314180.0,short,2.5,5.0,12,60,30,6.5
2025_10_01,1759323600.0,long,14.5,29.0,63,315,109,16.0
2025_10_01,1759334400.0,long,8.5,17.0,91,455,121,15.0
2025_10_01,1759345200.0,long,8.0,16.0,88,440,121,4.5
2025_10_02,1759363800.0,long,6.5,13.0,45,225,52,10.5
2025_10_02,1759374060.0,short,2.75,5.5,3,15,26,4.0
2025_10_02,1759375320.0,short,0.5,1.0,5,25,53,7.0
