**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,r_h1,r_h2,delta,abs_delta,sign_flip,n_h1,n_h2
5m,vol_accel_1b,swing_noise_w,UP_SMOOTH,-0.005152678408684372,-0.007181036685483965,-0.002028358276799593,0.002028358276799593,False,3324,3822
5m,vol_accel_1b,swing_noise_w,UP_CHOPPY,-0.004240551217816429,-0.010127530054629044,-0.005886978836812614,0.005886978836812614,False,996,2928
5m,vol_accel_1b,swing_noise_w,DOWN_SMOOTH,-0.005209110186133963,-0.004788724719052579,0.00042038546708138367,0.00042038546708138367,False,2778,1884
5m,vol_accel_1b,swing_noise_w,DOWN_CHOPPY,-0.0066840914749242706,-0.003786981881716174,0.0028971095932080965,0.0028971095932080965,False,1716,1272
5m,vol_accel_1b,swing_noise_w,FLAT_SMOOTH,-0.0073830399405327264,-0.00388419574088486,0.0034988441996478665,0.0034988441996478665,False,5688,4176
5m,vol_accel_1b,swing_noise_w,FLAT_CHOPPY,-0.0029557860901282262,-0.0038353503988613545,-0.0008795643087331283,0.0008795643087331283,False,8736,9579
5m,bar_range,body,UP_SMOOTH,0.35137523564300904,0.2821290067707617,-0.06924622887224735,0.06924622887224735,False,3324,3822
5m,bar_range,body,UP_CHOPPY,0.20638398729336593,0.1364229330035586,-0.06996105428980734,0.06996105428980734,False,996,2928
5m,bar_range,body,DOWN_SMOOTH,-0.27147428746065977,-0.24456390662095184,0.026910380839707926,0.026910380839707926,False,2778,1884
5m,bar_range,body,DOWN_CHOPPY,-0.18685122625442674,-0.14723131616418703,0.03961991009023971,0.03961991009023971,False,1716,1272
5m,bar_range,body,FLAT_SMOOTH,-0.1679626397247158,-0.07493238730453972,0.0930302524201761,0.0930302524201761,False,5717,4176
5m,bar_range,body,FLAT_CHOPPY,-0.050672129310517317,-0.11493125095558267,-0.06425912164506535,0.06425912164506535,False,8736,9579
5m,bar_range,price_velocity_w,UP_SMOOTH,0.4771340282476516,0.27822400716303725,-0.19891002108461436,0.19891002108461436,False,3324,3822
5m,bar_range,price_velocity_w,UP_CHOPPY,0.36989973590533987,0.10850852778138605,-0.26139120812395383,0.26139120812395383,False,996,2928
5m,bar_range,price_velocity_w,DOWN_SMOOTH,-0.39128332294756385,-0.4093250540319739,-0.01804173108441004,0.01804173108441004,False,2778,1884
5m,bar_range,price_velocity_w,DOWN_CHOPPY,-0.20855511961212786,-0.28958927470728635,-0.08103415509515849,0.08103415509515849,False,1716,1272
5m,bar_range,price_velocity_w,FLAT_SMOOTH,-0.2157626913994807,-0.06360421142238838,0.1521584799770923,0.1521584799770923,False,5708,4176
5m,bar_range,price_velocity_w,FLAT_CHOPPY,-0.1276838290746066,-0.22205908539038988,-0.09437525631578328,0.09437525631578328,False,8736,9579
5m,bar_range,price_accel_w,UP_SMOOTH,0.17577438414271657,0.18367483656582503,0.007900452423108467,0.007900452423108467,False,3324,3822
5m,bar_range,price_accel_w,UP_CHOPPY,0.1567065071679101,0.05819323598068375,-0.09851327118722635,0.09851327118722635,False,996,2928
5m,bar_range,price_accel_w,DOWN_SMOOTH,-0.189491885576617,-0.11733994074716275,0.07215194482945425,0.07215194482945425,False,2778,1884
5m,bar_range,price_accel_w,DOWN_CHOPPY,-0.09124028430345192,-0.08191170301579508,0.009328581287656845,0.009328581287656845,False,1716,1272
5m,bar_range,price_accel_w,FLAT_SMOOTH,-0.08297935149244742,-0.012640479413388361,0.07033887207905906,0.07033887207905906,False,5707,4176
5m,bar_range,price_accel_w,FLAT_CHOPPY,-0.010563184908267615,-0.04726198418671602,-0.0366987992784484,0.0366987992784484,False,8736,9579
5m,bar_range,vol_velocity_w,UP_SMOOTH,0.32054776841953614,0.45671834826125973,0.1361705798417236,0.1361705798417236,False,3324,3822
5m,bar_range,vol_velocity_w,UP_CHOPPY,0.28165590949071373,0.45583725381273826,0.17418134432202453,0.17418134432202453,False,996,2928
5m,bar_range,vol_velocity_w,DOWN_SMOOTH,0.2983599432294399,0.4199806026633343,0.12162065943389444,0.12162065943389444,False,2778,1884
5m,bar_range,vol_velocity_w,DOWN_CHOPPY,0.36973114106708493,0.46447405041786355,0.09474290935077861,0.09474290935077861,False,1716,1272
5m,bar_range,vol_velocity_w,FLAT_SMOOTH,0.3399889261243326,0.4273217128522611,0.08733278672792849,0.08733278672792849,False,5708,4176
5m,bar_range,vol_velocity_w,FLAT_CHOPPY,0.31508450147791633,0.4025036124145379,0.08741911093662158,0.08741911093662158,False,8736,9579
5m,bar_range,vol_accel_w,UP_SMOOTH,0.14749666161326178,0.21026697932286664,0.06277031770960487,0.06277031770960487,False,3324,3822
5m,bar_range,vol_accel_w,UP_CHOPPY,0.12851498314032472,0.22635247949047727,0.09783749635015254,0.09783749635015254,False,996,2928
5m,bar_range,vol_accel_w,DOWN_SMOOTH,0.18545545346933878,0.22007499688624246,0.03461954341690368,0.03461954341690368,False,2778,1884
5m,bar_range,vol_accel_w,DOWN_CHOPPY,0.18610009819185297,0.22793719461250095,0.04183709642064798,0.04183709642064798,False,1716,1272
5m,bar_range,vol_accel_w,FLAT_SMOOTH,0.18271241867674407,0.2194062174045857,0.03669379872784165,0.03669379872784165,False,5707,4176
5m,bar_range,vol_accel_w,FLAT_CHOPPY,0.18408021828939095,0.2107947825718045,0.02671456428241356,0.02671456428241356,False,8736,9579
5m,bar_range,price_mean_w,UP_SMOOTH,-0.4106220438240477,-0.1898842132203555,0.2207378306036922,0.2207378306036922,False,3324,3822
5m,bar_range,price_mean_w,UP_CHOPPY,-0.5117964698269591,-0.2376883310867295,0.27410813874022966,0.27410813874022966,False,996,2928
5m,bar_range,price_mean_w,DOWN_SMOOTH,-0.4924511066246722,-0.028050795344034693,0.46440031128063747,0.46440031128063747,False,2778,1884
5m,bar_range,price_mean_w,DOWN_CHOPPY,-0.08872701805635315,-0.030100438787339107,0.058626579269014045,0.058626579269014045,False,1716,1272
5m,bar_range,price_mean_w,FLAT_SMOOTH,-0.3248181952697296,-0.2102930456356691,0.11452514963406049,0.11452514963406049,False,5709,4176
5m,bar_range,price_mean_w,FLAT_CHOPPY,-0.3874318762935067,-0.24641480212754194,0.1410170741659648,0.1410170741659648,False,8736,9579
5m,bar_range,price_sigma_w,UP_SMOOTH,0.7172024756151644,0.603225360034788,-0.11397711558037638,0.11397711558037638,False,3324,3822
5m,bar_range,price_sigma_w,UP_CHOPPY,0.8521425954339601,0.5939773054448645,-0.2581652899890956,0.2581652899890956,False,996,2928
5m,bar_range,price_sigma_w,DOWN_SMOOTH,0.6738585123329373,0.6520394732988688,-0.021819039034068455,0.021819039034068455,False,2778,1884
5m,bar_range,price_sigma_w,DOWN_CHOPPY,0.6412176144503244,0.5993380129854631,-0.04187960146486136,0.04187960146486136,False,1716,1272
5m,bar_range,price_sigma_w,FLAT_SMOOTH,0.5927672766591157,0.15936774921247587,-0.4333995274466398,0.4333995274466398,False,5709,4176
5m,bar_range,price_sigma_w,FLAT_CHOPPY,0.6784494751848542,0.652599466958192,-0.02585000822666217,0.02585000822666217,False,8736,9579
5m,bar_range,vol_mean_w,UP_SMOOTH,0.5006080229567151,0.580623661443953,0.08001563848723792,0.08001563848723792,False,3324,3822
5m,bar_range,vol_mean_w,UP_CHOPPY,0.6751313842807534,0.5888066668146121,-0.08632471746614123,0.08632471746614123,False,996,2928
5m,bar_range,vol_mean_w,DOWN_SMOOTH,0.6053285578720181,0.663271844352491,0.057943286480472866,0.057943286480472866,False,2778,1884
5m,bar_range,vol_mean_w,DOWN_CHOPPY,0.6804616551748701,0.6568171023967149,-0.023644552778155248,0.023644552778155248,False,1716,1272
5m,bar_range,vol_mean_w,FLAT_SMOOTH,0.6367690488333593,0.625796087154294,-0.010972961679065252,0.010972961679065252,False,5709,4176
5m,bar_range,vol_mean_w,FLAT_CHOPPY,0.6255657555824901,0.5494593735320131,-0.07610638205047693,0.07610638205047693,False,8736,9579
5m,bar_range,vol_sigma_w,UP_SMOOTH,0.4809355649997609,0.6425519829033304,0.16161641790356945,0.16161641790356945,False,3324,3822
5m,bar_range,vol_sigma_w,UP_CHOPPY,0.5360472205065965,0.6239906110934168,0.08794339058682032,0.08794339058682032,False,996,2928
5m,bar_range,vol_sigma_w,DOWN_SMOOTH,0.5246765547646879,0.6413418044204267,0.11666524965573877,0.11666524965573877,False,2778,1884
5m,bar_range,vol_sigma_w,DOWN_CHOPPY,0.6227985562933513,0.6540744036771136,0.03127584738376221,0.03127584738376221,False,1716,1272
5m,bar_range,vol_sigma_w,FLAT_SMOOTH,0.603738944012307,0.6246238760692636,0.02088493205695663,0.02088493205695663,False,5709,4176
5m,bar_range,vol_sigma_w,FLAT_CHOPPY,0.5239985454079871,0.555912071333404,0.03191352592541696,0.03191352592541696,False,8736,9579
5m,bar_range,vwap_w,UP_SMOOTH,-0.4072995193661352,-0.18809263570418003,0.21920688366195515,0.21920688366195515,False,3324,3822
5m,bar_range,vwap_w,UP_CHOPPY,-0.5102966846344619,-0.2368828408013305,0.2734138438331314,0.2734138438331314,False,996,2928
5m,bar_range,vwap_w,DOWN_SMOOTH,-0.49564246206960416,-0.030895820396021886,0.46474664167358226,0.46474664167358226,False,2778,1884
5m,bar_range,vwap_w,DOWN_CHOPPY,-0.09050990469000825,-0.03479009253204728,0.055719812157960964,0.055719812157960964,False,1716,1272
5m,bar_range,vwap_w,FLAT_SMOOTH,-0.32646062500457873,-0.21090796222617178,0.11555266277840695,0.11555266277840695,False,5709,4176
5m,bar_range,vwap_w,FLAT_CHOPPY,-0.38793822214148155,-0.24808424558122666,0.1398539765602549,0.1398539765602549,False,8736,9579
5m,bar_range,z_se_w,UP_SMOOTH,0.041593889516947036,0.0793137751026806,0.03771988558573357,0.03771988558573357,False,3324,3822
5m,bar_range,z_se_w,UP_CHOPPY,0.06318641138945723,0.033463156026537044,-0.029723255362920184,0.029723255362920184,False,996,2928
5m,bar_range,z_se_w,DOWN_SMOOTH,-0.05937690138707992,-0.08759978285270403,-0.028222881465624114,0.028222881465624114,False,2778,1884
5m,bar_range,z_se_w,DOWN_CHOPPY,-0.05705127437130857,-0.07433053012276163,-0.017279255751453053,0.017279255751453053,False,1716,1272
5m,bar_range,z_se_w,FLAT_SMOOTH,-0.04320204701016389,-0.050421068984450326,-0.007219021974286435,0.007219021974286435,False,5709,4176
5m,bar_range,z_se_w,FLAT_CHOPPY,0.0062381454497348705,-0.027643679558650457,-0.033881825008385325,0.033881825008385325,False,8736,9579
5m,bar_range,z_high_w,UP_SMOOTH,0.0822747192041482,0.14833711669904304,0.06606239749489484,0.06606239749489484,False,3324,3822
5m,bar_range,z_high_w,UP_CHOPPY,0.10337975705610278,0.1174842376578169,0.014104480601714126,0.014104480601714126,False,996,2928
5m,bar_range,z_high_w,DOWN_SMOOTH,0.015210092726654925,0.0017409328727792167,-0.013469159853875708,0.013469159853875708,False,2778,1884
5m,bar_range,z_high_w,DOWN_CHOPPY,0.03877081284433235,0.03888448592095114,0.00011367307661878934,0.00011367307661878934,False,1716,1272
5m,bar_range,z_high_w,FLAT_SMOOTH,0.03715120533858991,0.049054429166581634,0.011903223827991721,0.011903223827991721,False,5709,4176
5m,bar_range,z_high_w,FLAT_CHOPPY,0.07447278901112352,0.06060558380726892,-0.013867205203854593,0.013867205203854593,False,8736,9579
5m,bar_range,z_low_w,UP_SMOOTH,-0.04509901702433729,-0.032773009631782576,0.012326007392554711,0.012326007392554711,False,3324,3822
5m,bar_range,z_low_w,UP_CHOPPY,-0.00017088758415235156,-0.1023097604022465,-0.10213887281809415,0.10213887281809415,False,996,2928
5m,bar_range,z_low_w,DOWN_SMOOTH,-0.12254218280959937,-0.18541349559266435,-0.06287131278306497,0.06287131278306497,False,2778,1884
5m,bar_range,z_low_w,DOWN_CHOPPY,-0.129477256232015,-0.20562119962833791,-0.07614394339632291,0.07614394339632291,False,1716,1272
5m,bar_range,z_low_w,FLAT_SMOOTH,-0.14222436991931645,-0.16062697025332556,-0.018402600334009117,0.018402600334009117,False,5709,4176
5m,bar_range,z_low_w,FLAT_CHOPPY,-0.08445033701336775,-0.12944943627381825,-0.044999099260450495,0.044999099260450495,False,8736,9579
5m,bar_range,SE_high_w,UP_SMOOTH,0.7303172448501619,0.6139065513729828,-0.11641069347717914,0.11641069347717914,False,3324,3822
5m,bar_range,SE_high_w,UP_CHOPPY,0.7694654378753022,0.6205793622865653,-0.1488860755887369,0.1488860755887369,False,996,2928
5m,bar_range,SE_high_w,DOWN_SMOOTH,0.676364514065692,0.5509919238248442,-0.1253725902408478,0.1253725902408478,False,2778,1884
5m,bar_range,SE_high_w,DOWN_CHOPPY,0.5930376233126768,0.4910037192541096,-0.10203390405856722,0.10203390405856722,False,1716,1272
5m,bar_range,SE_high_w,FLAT_SMOOTH,0.5762527192968401,0.16652696152233978,-0.40972575777450027,0.40972575777450027,False,5709,4176
5m,bar_range,SE_high_w,FLAT_CHOPPY,0.6559928720125798,0.6208919087626901,-0.03510096324988976,0.03510096324988976,False,8736,9579
5m,bar_range,SE_low_w,UP_SMOOTH,0.6783879816859877,0.5746735860776738,-0.10371439560831386,0.10371439560831386,False,3324,3822
5m,bar_range,SE_low_w,UP_CHOPPY,0.7638009993963086,0.5994616216195013,-0.1643393777768073,0.1643393777768073,False,996,2928
5m,bar_range,SE_low_w,DOWN_SMOOTH,0.6483645809746849,0.5945933508659483,-0.05377123010873652,0.05377123010873652,False,2778,1884
5m,bar_range,SE_low_w,DOWN_CHOPPY,0.6244490088823739,0.5668383566958277,-0.05761065218654615,0.05761065218654615,False,1716,1272
5m,bar_range,SE_low_w,FLAT_SMOOTH,0.5895980790202191,0.17993427586703672,-0.4096638031531824,0.4096638031531824,False,5709,4176
5m,bar_range,SE_low_w,FLAT_CHOPPY,0.6647761440399064,0.6496595057780292,-0.015116638261877147,0.015116638261877147,False,8736,9579
5m,bar_range,hurst_w,UP_SMOOTH,0.001985632649800994,0.11217644263521923,0.11019080998541823,0.11019080998541823,False,3324,3822
5m,bar_range,hurst_w,UP_CHOPPY,0.03362557497626343,-0.02978540706743235,-0.06341098204369577,0.06341098204369577,False,996,2928
5m,bar_range,hurst_w,DOWN_SMOOTH,0.046544827204022976,0.1060272984186364,0.05948247121461342,0.05948247121461342,False,2778,1884
5m,bar_range,hurst_w,DOWN_CHOPPY,0.014560865842864283,-0.05148173881659161,-0.0660426046594559,0.0660426046594559,False,1716,1272
5m,bar_range,hurst_w,FLAT_SMOOTH,-0.016799509102880687,-0.034489026093099596,-0.01768951699021891,0.01768951699021891,False,5717,4176
5m,bar_range,hurst_w,FLAT_CHOPPY,0.03136379001759137,0.04288916359410864,0.01152537357651727,0.01152537357651727,False,8736,9579
5m,bar_range,reversion_prob_w,UP_SMOOTH,-0.17576743358443614,-0.27656865544699116,-0.10080122186255502,0.10080122186255502,False,3324,3822
5m,bar_range,reversion_prob_w,UP_CHOPPY,-0.20747889730664734,-0.2763189589208241,-0.06884006161417675,0.06884006161417675,False,996,2928
5m,bar_range,reversion_prob_w,DOWN_SMOOTH,-0.2275828877171299,-0.24862612245862295,-0.021043234741493055,0.021043234741493055,False,2778,1884
5m,bar_range,reversion_prob_w,DOWN_CHOPPY,-0.2622194731638402,-0.32094471039766737,-0.058725237233827166,0.058725237233827166,False,1716,1272
5m,bar_range,reversion_prob_w,FLAT_SMOOTH,-0.25346141558051966,-0.27074814888739596,-0.0172867333068763,0.0172867333068763,False,5709,4176
5m,bar_range,reversion_prob_w,FLAT_CHOPPY,-0.22329776446925603,-0.2754031119720549,-0.05210534750279888,0.05210534750279888,False,8736,9579
5m,bar_range,swing_noise_w,UP_SMOOTH,0.6839510823886884,0.4974173141356446,-0.1865337682530438,0.1865337682530438,False,3324,3822
5m,bar_range,swing_noise_w,UP_CHOPPY,0.7437151354799506,0.5267903930464654,-0.21692474243348525,0.21692474243348525,False,996,2928
5m,bar_range,swing_noise_w,DOWN_SMOOTH,0.6917456464141336,0.6120686724508433,-0.07967697396329032,0.07967697396329032,False,2778,1884
5m,bar_range,swing_noise_w,DOWN_CHOPPY,0.6023138464402293,0.5342819400204208,-0.0680319064198085,0.0680319064198085,False,1716,1272
5m,bar_range,swing_noise_w,FLAT_SMOOTH,0.586393277253669,0.1588377684767522,-0.4275555087769167,0.4275555087769167,False,5688,4176
5m,bar_range,swing_noise_w,FLAT_CHOPPY,0.6339350117884911,0.5820431548945887,-0.05189185689390241,0.05189185689390241,False,8736,9579
5m,body,price_velocity_w,UP_SMOOTH,0.3638990531692976,0.33006843746311676,-0.033830615706180844,0.033830615706180844,False,3324,3822
5m,body,price_velocity_w,UP_CHOPPY,0.2683654851963625,0.30203360738568563,0.033668122189323135,0.033668122189323135,False,996,2928
5m,body,price_velocity_w,DOWN_SMOOTH,0.3157753150000764,0.29650836669112723,-0.01926694830894915,0.01926694830894915,False,2778,1884
5m,body,price_velocity_w,DOWN_CHOPPY,0.31538608646633687,0.3362157571878824,0.020829670721545512,0.020829670721545512,False,1716,1272
5m,body,price_velocity_w,FLAT_SMOOTH,0.30041447662226584,0.13415880013791612,-0.16625567648434972,0.16625567648434972,False,5708,4176
5m,body,price_velocity_w,FLAT_CHOPPY,0.33598929869723043,0.34278391897107907,0.006794620273848639,0.006794620273848639,False,8736,9579
5m,body,price_accel_w,UP_SMOOTH,0.6626736780808029,0.6971405988700367,0.034466920789233746,0.034466920789233746,False,3324,3822
5m,body,price_accel_w,UP_CHOPPY,0.6725100720197397,0.7119376894064248,0.0394276173866851,0.0394276173866851,False,996,2928
5m,body,price_accel_w,DOWN_SMOOTH,0.6891585493106795,0.6849011377639256,-0.004257411546753964,0.004257411546753964,False,2778,1884
5m,body,price_accel_w,DOWN_CHOPPY,0.7250832783227167,0.7362473087991956,0.011164030476478959,0.011164030476478959,False,1716,1272
5m,body,price_accel_w,FLAT_SMOOTH,0.6553553686828026,0.34380354805138574,-0.3115518206314169,0.3115518206314169,False,5707,4176
5m,body,price_accel_w,FLAT_CHOPPY,0.7109440432860267,0.7179339224638696,0.006989879177842884,0.006989879177842884,False,8736,9579
5m,body,vol_velocity_w,UP_SMOOTH,0.08637320367786544,0.13696238951327455,0.05058918583540911,0.05058918583540911,False,3324,3822
5m,body,vol_velocity_w,UP_CHOPPY,0.14972934111088224,0.01232277007951575,-0.1374065710313665,0.1374065710313665,False,996,2928
5m,body,vol_velocity_w,DOWN_SMOOTH,-0.1971054046044045,-0.2330868307750866,-0.03598142617068209,0.03598142617068209,False,2778,1884
5m,body,vol_velocity_w,DOWN_CHOPPY,-0.1172710051094351,-0.041160862358562166,0.07611014275087294,0.07611014275087294,False,1716,1272
5m,body,vol_velocity_w,FLAT_SMOOTH,-0.05525152839209331,-0.04851281013912987,0.00673871825296344,0.00673871825296344,False,5708,4176
5m,body,vol_velocity_w,FLAT_CHOPPY,-0.015378273088252847,-0.07726718054828494,-0.06188890746003209,0.06188890746003209,False,8736,9579
5m,body,vol_accel_w,UP_SMOOTH,0.04231658353489434,0.11684269402577202,0.07452611049087768,0.07452611049087768,False,3324,3822
5m,body,vol_accel_w,UP_CHOPPY,0.1165686020608218,-0.0483004035202262,-0.164869005581048,0.164869005581048,False,996,2928
5m,body,vol_accel_w,DOWN_SMOOTH,-0.18894407282778602,-0.22037830308739192,-0.0314342302596059,0.0314342302596059,False,2778,1884
5m,body,vol_accel_w,DOWN_CHOPPY,-0.13095814532380015,-0.08872791859550841,0.04223022672829174,0.04223022672829174,False,1716,1272
5m,body,vol_accel_w,FLAT_SMOOTH,-0.04988243751821072,-0.03037947545490922,0.019502962063301498,0.019502962063301498,False,5707,4176
5m,body,vol_accel_w,FLAT_CHOPPY,-0.022750489487796142,-0.07087150032530788,-0.04812101083751174,0.04812101083751174,False,8736,9579
5m,body,price_mean_w,UP_SMOOTH,-0.05698735562758378,-0.03429876667948006,0.022688588948103723,0.022688588948103723,False,3324,3822
5m,body,price_mean_w,UP_CHOPPY,-0.04579481752355458,-0.01937611366326161,0.026418703860292974,0.026418703860292974,False,996,2928
5m,body,price_mean_w,DOWN_SMOOTH,0.0335489134797085,-0.031149260238495742,-0.06469817371820424,0.06469817371820424,False,2778,1884
5m,body,price_mean_w,DOWN_CHOPPY,-0.00952853652045053,-0.005195723865162383,0.004332812655288148,0.004332812655288148,False,1716,1272
5m,body,price_mean_w,FLAT_SMOOTH,0.008563847634753211,-0.01339495065254182,-0.02195879828729503,0.02195879828729503,False,5709,4176
5m,body,price_mean_w,FLAT_CHOPPY,0.003531761045852187,0.005793523032726451,0.002261761986874264,0.002261761986874264,False,8736,9579
5m,body,price_sigma_w,UP_SMOOTH,0.22337626193795815,0.16204747143925996,-0.06132879049869819,0.06132879049869819,False,3324,3822
5m,body,price_sigma_w,UP_CHOPPY,0.07399858408125397,0.09429459161786925,0.020296007536615285,0.020296007536615285,False,996,2928
5m,body,price_sigma_w,DOWN_SMOOTH,-0.1423205092209383,-0.10617859145244794,0.036141917768490364,0.036141917768490364,False,2778,1884
5m,body,price_sigma_w,DOWN_CHOPPY,-0.06544410957877643,-0.06362885102535841,0.00181525855341802,0.00181525855341802,False,1716,1272
5m,body,price_sigma_w,FLAT_SMOOTH,-0.07117617640037016,0.0012895906199084386,0.0724657670202786,0.0724657670202786,False,5709,4176
5m,body,price_sigma_w,FLAT_CHOPPY,-0.04547084724398963,-0.051247020165631346,-0.005776172921641717,0.005776172921641717,False,8736,9579
5m,body,vol_mean_w,UP_SMOOTH,0.09987823369006905,0.09189610977789951,-0.007982123912169542,0.007982123912169542,False,3324,3822
5m,body,vol_mean_w,UP_CHOPPY,0.06385812416920736,0.061219177753059247,-0.002638946416148112,0.002638946416148112,False,996,2928
5m,body,vol_mean_w,DOWN_SMOOTH,-0.07473309117167455,-0.05022284277331979,0.024510248398354764,0.024510248398354764,False,2778,1884
5m,body,vol_mean_w,DOWN_CHOPPY,-0.028799856199040477,-0.03469839284542252,-0.005898536646382041,0.005898536646382041,False,1716,1272
5m,body,vol_mean_w,FLAT_SMOOTH,-0.017419049638038957,0.008550319181521056,0.025969368819560013,0.025969368819560013,False,5709,4176
5m,body,vol_mean_w,FLAT_CHOPPY,-0.008958460580303394,-0.006782105859796695,0.0021763547205066987,0.0021763547205066987,False,8736,9579
5m,body,vol_sigma_w,UP_SMOOTH,0.1152043189754915,0.11945673099756517,0.004252412022073673,0.004252412022073673,False,3324,3822
5m,body,vol_sigma_w,UP_CHOPPY,0.07425271544840754,0.05990747331818152,-0.014345242130226026,0.014345242130226026,False,996,2928
5m,body,vol_sigma_w,DOWN_SMOOTH,-0.13947926083934487,-0.1445251225776806,-0.0050458617383357385,0.0050458617383357385,False,2778,1884
5m,body,vol_sigma_w,DOWN_CHOPPY,-0.06191652436350518,-0.04870369234903089,0.01321283201447429,0.01321283201447429,False,1716,1272
5m,body,vol_sigma_w,FLAT_SMOOTH,-0.037479837281028106,-0.007616049357447915,0.02986378792358019,0.02986378792358019,False,5709,4176
5m,body,vol_sigma_w,FLAT_CHOPPY,-0.018424338952425512,-0.02829501469089644,-0.00987067573847093,0.00987067573847093,False,8736,9579
5m,body,vwap_w,UP_SMOOTH,-0.05465079121782602,-0.032847574121431834,0.021803217096394184,0.021803217096394184,False,3324,3822
5m,body,vwap_w,UP_CHOPPY,-0.04515030457831529,-0.01772323665942154,0.027427067918893745,0.027427067918893745,False,996,2928
5m,body,vwap_w,DOWN_SMOOTH,0.035483234919283284,-0.029962611990547255,-0.06544584690983055,0.06544584690983055,False,2778,1884
5m,body,vwap_w,DOWN_CHOPPY,-0.008048450393685529,-0.003158235059686013,0.004890215333999515,0.004890215333999515,False,1716,1272
5m,body,vwap_w,FLAT_SMOOTH,0.00953449427670772,-0.01268193784969628,-0.022216432126404,0.022216432126404,False,5709,4176
5m,body,vwap_w,FLAT_CHOPPY,0.004768847859631119,0.0072657965382644,0.0024969486786332803,0.0024969486786332803,False,8736,9579
5m,body,z_se_w,UP_SMOOTH,0.4832868318610372,0.5922322027657323,0.10894537090469508,0.10894537090469508,False,3324,3822
5m,body,z_se_w,UP_CHOPPY,0.485717103741679,0.5963886914830471,0.1106715877413681,0.1106715877413681,False,996,2928
5m,body,z_se_w,DOWN_SMOOTH,0.5508218502655589,0.640415872157277,0.08959402189171817,0.08959402189171817,False,2778,1884
5m,body,z_se_w,DOWN_CHOPPY,0.6289118808501445,0.6653642489874924,0.03645236813734787,0.03645236813734787,False,1716,1272
5m,body,z_se_w,FLAT_SMOOTH,0.6154845310413226,0.6518462439324224,0.036361712891099796,0.036361712891099796,False,5709,4176
5m,body,z_se_w,FLAT_CHOPPY,0.5735910029904603,0.6112950420548667,0.03770403906440645,0.03770403906440645,False,8736,9579
5m,body,z_high_w,UP_SMOOTH,0.2860570602791093,0.3447577823070115,0.058700722027902164,0.058700722027902164,False,3324,3822
5m,body,z_high_w,UP_CHOPPY,0.30511310495316724,0.30957620592980245,0.004463100976635215,0.004463100976635215,False,996,2928
5m,body,z_high_w,DOWN_SMOOTH,0.2663344667385382,0.31796968893082544,0.05163522219228722,0.05163522219228722,False,2778,1884
5m,body,z_high_w,DOWN_CHOPPY,0.2987624950644981,0.322091862926267,0.023329367861768924,0.023329367861768924,False,1716,1272
5m,body,z_high_w,FLAT_SMOOTH,0.3347438717862221,0.3488455208917075,0.014101649105485392,0.014101649105485392,False,5709,4176
5m,body,z_high_w,FLAT_CHOPPY,0.310852534279618,0.3186691242951045,0.007816590015486513,0.007816590015486513,False,8736,9579
5m,body,z_low_w,UP_SMOOTH,0.23887929345562578,0.2918878425710578,0.05300854911543204,0.05300854911543204,False,3324,3822
5m,body,z_low_w,UP_CHOPPY,0.26004335659618444,0.3000685345670544,0.04002517797086996,0.04002517797086996,False,996,2928
5m,body,z_low_w,DOWN_SMOOTH,0.33503589992935107,0.38493629288560255,0.04990039295625148,0.04990039295625148,False,2778,1884
5m,body,z_low_w,DOWN_CHOPPY,0.36475305356883486,0.37838897048649206,0.013635916917657198,0.013635916917657198,False,1716,1272
5m,body,z_low_w,FLAT_SMOOTH,0.353438950642214,0.38195669383956654,0.028517743197352563,0.028517743197352563,False,5709,4176
5m,body,z_low_w,FLAT_CHOPPY,0.31764562492760157,0.33661701825564705,0.018971393328045483,0.018971393328045483,False,8736,9579
5m,body,SE_high_w,UP_SMOOTH,0.24405514366283296,0.18165816709735988,-0.06239697656547308,0.06239697656547308,False,3324,3822
5m,body,SE_high_w,UP_CHOPPY,0.079128227481951,0.16436545813320966,0.08523723065125866,0.08523723065125866,False,996,2928
5m,body,SE_high_w,DOWN_SMOOTH,-0.076984974606588,0.025101498639219313,0.10208647324580732,0.10208647324580732,False,2778,1884
5m,body,SE_high_w,DOWN_CHOPPY,0.024051528263290288,0.019909097664213917,-0.004142430599076371,0.004142430599076371,False,1716,1272
5m,body,SE_high_w,FLAT_SMOOTH,-0.032682043767426686,0.018805648583505568,0.05148769235093226,0.05148769235093226,False,5709,4176
5m,body,SE_high_w,FLAT_CHOPPY,0.02878237822724416,0.031609492235273186,0.0028271140080290275,0.0028271140080290275,False,8736,9579
5m,body,SE_low_w,UP_SMOOTH,0.13942936605841846,0.09541940308912612,-0.04400996296929234,0.04400996296929234,False,3324,3822
5m,body,SE_low_w,UP_CHOPPY,0.022464779487988855,0.016681843870437803,-0.005782935617551051,0.005782935617551051,False,996,2928
5m,body,SE_low_w,DOWN_SMOOTH,-0.1433256162586986,-0.04997603012798392,0.09334958613071469,0.09334958613071469,False,2778,1884
5m,body,SE_low_w,DOWN_CHOPPY,-0.09526263666898405,-0.06652308566679502,0.02873955100218903,0.02873955100218903,False,1716,1272
5m,body,SE_low_w,FLAT_SMOOTH,-0.10365191554250895,-0.00868666945002519,0.09496524609248376,0.09496524609248376,False,5709,4176
